Source,Target,Weight
A2IY49V4ARN4HC,B00005T39Y,5
A2IY49V4ARN4HC,B00006BAKJ,2
A2IY49V4ARN4HC,B00009J5VZ,5
A2IY49V4ARN4HC,B000066TPN,5
A2IY49V4ARN4HC,B00008MOQA,4
A2IY49V4ARN4HC,B0000683AH,3
A2IY49V4ARN4HC,B00006LLHW,4
A2IY49V4ARN4HC,B000058AKR,5
A2IY49V4ARN4HC,037379018X,5
A2IY49V4ARN4HC,373484437,4
A2IY49V4ARN4HC,155166934X,3
A2IY49V4ARN4HC,155166934X,3
A2IY49V4ARN4HC,B0000640SA,5
A2IY49V4ARN4HC,B000058A39,4
A2IY49V4ARN4HC,B00005QDW1,5
A2IY49V4ARN4HC,B00005JIY0,5
A2IY49V4ARN4HC,B000050FE1,5
A2IY49V4ARN4HC,B00005O61X,5
A2IY49V4ARN4HC,B000058DOV,3
A2IY49V4ARN4HC,B0000065O1,5
A2IY49V4ARN4HC,6303471714,5
A2IY49V4ARN4HC,6305786372,5
A2IY49V4ARN4HC,B00005N9YI,5
A2IY49V4ARN4HC,B00000IZL1,5
A2IY49V4ARN4HC,B00005MF95,3
A2IY49V4ARN4HC,B00005NSHE,5
A2IY49V4ARN4HC,B000056OVR,3
A2IY49V4ARN4HC,B000056OUH,5
A2IY49V4ARN4HC,B000056JND,5
A2IY49V4ARN4HC,B000056J63,5
A2IY49V4ARN4HC,B00003TL7P,5
A2IY49V4ARN4HC,B00005R7ZU,4
A2IY49V4ARN4HC,6303391958,5
A2IY49V4ARN4HC,B00005N9BG,5
A2IY49V4ARN4HC,B00000K2SC,5
A2IY49V4ARN4HC,079213690X,5
A2IY49V4ARN4HC,B00005AWCA,5
A2IY49V4ARN4HC,B00004SGGE,5
A2IY49V4ARN4HC,B00005AWC9,5
A2IY49V4ARN4HC,B00004WYJU,5
A2IY49V4ARN4HC,B00005CETP,5
A2IY49V4ARN4HC,B00005M1U9,5
A2IY49V4ARN4HC,B00005EBF3,5
A2IY49V4ARN4HC,B00004SCRE,5
A2J5Y9MKKQTXGW,B00005JLQ8,3
A2J5Y9MKKQTXGW,B0000ALSDR,4
A2J5Y9MKKQTXGW,671023462,5
A2J5Y9MKKQTXGW,385730586,5
A2J5Y9MKKQTXGW,689852592,5
A2J5Y9MKKQTXGW,B0000646TK,4
A2J5Y9MKKQTXGW,B000066NW0,5
A2J5Y9MKKQTXGW,743400305,5
A2J5Y9MKKQTXGW,743400291,5
A2J5Y9MKKQTXGW,743400283,5
A2J5Y9MKKQTXGW,006029471X,5
A2J5Y9MKKQTXGW,B00006CXXU,5
A2J5Y9MKKQTXGW,804119937,4
A2J5Y9MKKQTXGW,380978482,5
A2J5Y9MKKQTXGW,B00008PBZZ,5
A2J5Y9MKKQTXGW,790732203,4
A2J5Y9MKKQTXGW,B00005O5CM,5
A2J5Y9MKKQTXGW,B00005JLFA,3
A2J5Y9MKKQTXGW,078322687X,4
A2J5Y9MKKQTXGW,B00005JKOI,3
A2J5Y9MKKQTXGW,B00008OM99,4
A2J5Y9MKKQTXGW,60294671,5
A2J5Y9MKKQTXGW,60096071,5
A2J5Y9MKKQTXGW,6302289033,3
A2J5Y9MKKQTXGW,B00008NRI8,2
A2J5Y9MKKQTXGW,B00009PRZF,2
A2J5Y9MKKQTXGW,B00003CYLJ,5
A2J5Y9MKKQTXGW,B000068TPP,5
A2J5Y9MKKQTXGW,B00004TDTO,5
A2J5Y9MKKQTXGW,B00003IRBV,3
A2J5Y9MKKQTXGW,B00003IRBV,3
A2J5Y9MKKQTXGW,B000059OU4,4
A2J5Y9MKKQTXGW,B00005LVWM,4
A2J5Y9MKKQTXGW,B00006OAQU,4
A2J5Y9MKKQTXGW,B000066ST3,4
A2J5Y9MKKQTXGW,B000066ST3,4
A2J5Y9MKKQTXGW,B00005LVWL,5
A2J5Y9MKKQTXGW,B0007QMS20,5
A2J5Y9MKKQTXGW,316910333,5
A2J5Y9MKKQTXGW,316734748,5
A2J5Y9MKKQTXGW,B0001DMWHA,5
A2J5Y9MKKQTXGW,B00006879E,4
A2J5Y9MKKQTXGW,B0002ZYDKQ,4
A2J5Y9MKKQTXGW,B00020NPZA,4
A2J5Y9MKKQTXGW,316734357,4
A2J5Y9MKKQTXGW,64472272,5
A2J5Y9MKKQTXGW,60565071,4
A2J5Y9MKKQTXGW,60567252,4
A2J5Y9MKKQTXGW,B0000A0WKG,5
A2J5Y9MKKQTXGW,006000553X,4
A2J5Y9MKKQTXGW,B00005JM5E,5
A2J5Y9MKKQTXGW,B0000CDRVU,3
A2J96R1J6MDMEV,B0009352BA,5
A2J96R1J6MDMEV,B000AR84D8,5
A2J96R1J6MDMEV,B0006N2R1G,5
A2J96R1J6MDMEV,B0006HBRYA,5
A2J96R1J6MDMEV,B000BF2VOW,5
A2J96R1J6MDMEV,B000AKPE92,5
A2J96R1J6MDMEV,B0006HBRXQ,5
A2J96R1J6MDMEV,B000B4SPW0,5
A2JA42IJCW66SJ,B00064NYXU,5
A2JA42IJCW66SJ,B0006FHFYS,5
A2JA42IJCW66SJ,B00028YSU8,5
A2JA42IJCW66SJ,B00003TL7P,5
A2JA42IJCW66SJ,B00007IOO4,5
A2JA42IJCW66SJ,B0009U8Z1W,5
A2JFOHC9W629IE,B0006239D2,5
A2JFOHC9W629IE,B0006H1AXI,4
A2JFOHC9W629IE,B00007E7JU,5
A2JFOHC9W629IE,B0009PXYAE,5
A2JFOHC9W629IE,B0000ANHLR,5
A2JFOHC9W629IE,B0000ASBDO,5
A2JFOHC9W629IE,B0009BHCCE,4
A2JFOHC9W629IE,B00009MEKO,5
A2JFOHC9W629IE,895264544,4
A2JFOHC9W629IE,B000002G3U,3
A2JFOHC9W629IE,B0000004R8,5
A2JFOHC9W629IE,671657151,4
A2JFOHC9W629IE,031021212X,5
A2JFOHC9W629IE,B0000004TH,4
A2JFOHC9W629IE,B0000004SB,5
A2JFOHC9W629IE,B0000028TQ,5
A2JFOHC9W629IE,B00002SWMT,5
A2JFOHC9W629IE,140430407,3
A2JFOHC9W629IE,B0000C8VEK,5
A2JFOHC9W629IE,688079385,4
A2JFOHC9W629IE,B00006I53X,5
A2JFOHC9W629IE,B0001H1ZKG,5
A2JFOHC9W629IE,B00005AT7T,5
A2JFOHC9W629IE,B00065WLYC,4
A2JFOHC9W629IE,B0002CH0FY,4
A2JFOHC9W629IE,B0000CD0B7,5
A2JFOHC9W629IE,B00006B9QF,4
A2JFOHC9W629IE,B0006MS1LM,4
A2JFOHC9W629IE,B0002TIR7M,5
A2JFOHC9W629IE,B00013M81K,4
A2JFOHC9W629IE,B00061UFC6,5
A2JFOHC9W629IE,72224096,3
A2JFOHC9W629IE,B000228KBW,2
A2JFOHC9W629IE,B0002GXWAM,5
A2JFOHC9W629IE,B000068PE8,5
A2JFOHC9W629IE,B0000C1XHY,5
A2JFOHC9W629IE,B00023DLFG,5
A2JFOHC9W629IE,B00009V7S8,4
A2JFOHC9W629IE,B000005KUR,5
A2JFOHC9W629IE,B0000CERP2,4
A2JFOHC9W629IE,B00006I4YB,1
A2JFOHC9W629IE,B0001A3HA4,5
A2JFOHC9W629IE,B00005B0BZ,4
A2JFOHC9W629IE,B0000CAVSC,5
A2JFOHC9W629IE,B00004S9GX,4
A2JFOHC9W629IE,B0000CEOYI,4
A2JFOHC9W629IE,B00005B0C5,2
A2JFOHC9W629IE,793551218,5
A2JFOHC9W629IE,B00008WJE5,5
A2JFOHC9W629IE,B0000AZ0O0,5
A2JFOHC9W629IE,B00005OMZT,5
A2JFOHC9W629IE,B000056SSM,5
A2JFOHC9W629IE,B000021YU8,5
A2JFOHC9W629IE,B00006IE88,5
A2JFOHC9W629IE,014028852X,3
A2JFOHC9W629IE,B000078UJW,4
A2JFOHC9W629IE,B00005ARK3,4
A2JFOHC9W629IE,B00006394O,5
A2JFOHC9W629IE,B00005YWDV,2
A2JFOHC9W629IE,B00005OBDS,5
A2JFOHC9W629IE,B00000ICUJ,1
A2JFOHC9W629IE,684813793,4
A2JFOHC9W629IE,B00000JBLH,5
A2JFOHC9W629IE,B00004W1U8,4
A2JFOHC9W629IE,B00004Y2P7,5
A2JFOHC9W629IE,B00003JAU9,5
A2JFOHC9W629IE,B00004YB5Y,4
A2JFOHC9W629IE,B00005JYBR,4
A2JFOHC9W629IE,B00005AKYW,5
A2JFOHC9W629IE,076701135X,5
A2JFOHC9W629IE,553345834,5
A2JFOHC9W629IE,B00005173R,5
A2JFOHC9W629IE,B00003CXDG,3
A2JFOHC9W629IE,B00003IE93,1
A2JFOHC9W629IE,B00004VXN4,4
A2JFOHC9W629IE,B0000302UL,5
A2JFOHC9W629IE,446385522,5
A2JFOHC9W629IE,B0000027PW,5
A2JFOHC9W629IE,B00000285T,5
A2JFOHC9W629IE,B00000I9DF,5
A2JFOHC9W629IE,B0000005DK,5
A2JFOHC9W629IE,B0000005DG,5
A2JFOHC9W629IE,B00000DM9R,4
A2JFOHC9W629IE,671708961,1
A2JFOHC9W629IE,679729453,5
A2JFOHC9W629IE,345393546,5
A2JFOHC9W629IE,B0000031BY,5
A2JFOHC9W629IE,B0000302U2,5
A2JFOHC9W629IE,B00004R941,5
A2JFOHC9W629IE,B000002WOH,5
A2JFOHC9W629IE,B000002HNV,4
A2JFOHC9W629IE,B000000V58,5
A2JFOHC9W629IE,B000005KWU,5
A2JFOHC9W629IE,B000005KWO,5
A2JONDXCNHV5Z2,B00004D3ES,5
A2JONDXCNHV5Z2,B0000DJZC9,5
A2JONDXCNHV5Z2,B00008PVZ8,5
A2JONDXCNHV5Z2,B00007BK8Y,5
A2JONDXCNHV5Z2,B0000ARQNX,5
A2JONDXCNHV5Z2,B0000ARQNW,5
A2JONDXCNHV5Z2,B0002KQOF8,5
A2JONDXCNHV5Z2,B00003TL7P,5
A2JONDXCNHV5Z2,B000067QAX,5
A2JONDXCNHV5Z2,B000058DP3,5
A2JONDXCNHV5Z2,B000070IW1,5
A2JONDXCNHV5Z2,B00005YVRN,5
A2JONDXCNHV5Z2,B00006C29I,5
A2JONDXCNHV5Z2,B00006C29I,5
A2JONDXCNHV5Z2,B00006S3RX,5
A2JONDXCNHV5Z2,B000067K0L,5
A2JONDXCNHV5Z2,B00005UN05,4
A2JONDXCNHV5Z2,B00005UN05,4
A2JONDXCNHV5Z2,B00005UWMH,5
A2JT5GJIPU8EIO,B00004D3EJ,1
A2JT5GJIPU8EIO,B000056OUH,5
A2JT5GJIPU8EIO,B000056HNU,5
A2JT5GJIPU8EIO,B0000658L0,5
A2JT5GJIPU8EIO,B00003TL7P,5
A2JT5GJIPU8EIO,B00005RF4Z,5
A2JT5X557H8JWX,B00000I02I,4
A2JT5X557H8JWX,B00000I023,5
A2JT5X557H8JWX,B00004R7NE,5
A2JT5X557H8JWX,B00004TZG5,4
A2JT5X557H8JWX,B00005TSUR,3
A2JT5X557H8JWX,B00005YWFF,2
A2JT5X557H8JWX,B000000H4F,1
A2JT5X557H8JWX,B00003CXJD,2
A2JT5X557H8JWX,B000068WNR,2
A2JT5X557H8JWX,B0000028M7,5
A2JT5X557H8JWX,B000005BR3,1
A2JT5X557H8JWX,B00005AC8W,5
A2JT5X557H8JWX,B000002H2H,5
A2JT5X557H8JWX,B000068OJM,5
A2JT5X557H8JWX,B00005B36H,4
A2JT5X557H8JWX,B000002JNJ,5
A2JT5X557H8JWX,B00005A46T,5
A2JT5X557H8JWX,B00005MEMR,1
A2JT5X557H8JWX,B00005MEMR,1
A2JT5X557H8JWX,B000051SD0,1
A2JT5X557H8JWX,B00005AVN5,4
A2JT5X557H8JWX,B00005RG4O,4
A2JT5X557H8JWX,B00005RG4O,4
A2JT5X557H8JWX,B00000DMAR,5
A2JT5X557H8JWX,B000069BD9,1
A2JT5X557H8JWX,B00005YVKX,5
A2JT5X557H8JWX,B00000272N,5
A2JT5X557H8JWX,B00005AVN5,4
A2JT5X557H8JWX,B00005AID6,4
A2JT5X557H8JWX,B000050AOO,1
A2JT5X557H8JWX,B00005NNCU,5
A2JT5X557H8JWX,B00004Z459,5
A2JT5X557H8JWX,B00005NWM3,4
A2JT5X557H8JWX,B00005R874,5
A2JT5X557H8JWX,B00004Z459,5
A2JT5X557H8JWX,B000000H7D,5
A2JT5X557H8JWX,B00000F1U5,5
A2JT5X557H8JWX,B00000J5YU,5
A2JT5X557H8JWX,B00005LZR4,2
A2JT5X557H8JWX,B00004YZA1,5
A2JT5X557H8JWX,B00000IYEQ,4
A2JT5X557H8JWX,B00008IP5S,4
A2JT5X557H8JWX,B000046S41,5
A2JT5X557H8JWX,B00000K4ST,2
A2JT5X557H8JWX,B00000IPDS,5
A2JT5X557H8JWX,B00000IPDS,5
A2JT5X557H8JWX,B000054P4C,4
A2JT5X557H8JWX,B00006359N,5
A2JT5X557H8JWX,B00005O7H5,5
A2JT5X557H8JWX,B00005O0I2,5
A2JT5X557H8JWX,B00002STQV,5
A2JT5X557H8JWX,B000062Y7M,5
A2JT5X557H8JWX,60393009,5
A2JT5X557H8JWX,B00004TENT,5
A2JT5X557H8JWX,B000051XVK,4
A2JT5X557H8JWX,B000021YQV,5
A2JT5X557H8JWX,B00005O560,3
A2JT5X557H8JWX,B00000JKI6,5
A2JT5X557H8JWX,B000068TZ7,5
A2JT5X557H8JWX,B00005IC10,5
A2JT5X557H8JWX,B00005IC10,5
A2JT5X557H8JWX,B000002B8A,5
A2JT5X557H8JWX,B00000099Y,5
A2JT5X557H8JWX,B00002STH5,5
A2JT5X557H8JWX,B00005ME4W,3
A2JT5X557H8JWX,B00006FDR5,4
A2JT5X557H8JWX,B000005HNC,5
A2JT5X557H8JWX,B000083MGY,5
A2JT5X557H8JWX,B000066T3H,3
A2JT5X557H8JWX,B000068TZ7,2
A2JT5X557H8JWX,B00008OLYN,5
A2JT5X557H8JWX,B00005BC67,4
A2JT5X557H8JWX,B00009J5W0,4
A2JT5X557H8JWX,B00006CY46,5
A2JT5X557H8JWX,B00006LSWN,2
A2JT5X557H8JWX,B000002L3G,5
A2JT5X557H8JWX,B000062YAZ,5
A2JT5X557H8JWX,B00000098O,5
A2JT5X557H8JWX,B000060OLE,5
A2JT5X557H8JWX,B00004L8DJ,5
A2JT5X557H8JWX,B000002JR8,5
A2JT5X557H8JWX,B000002H33,5
A2JT5X557H8JWX,B00006471Z,5
A2JT5X557H8JWX,B000CEV4X6,5
A2JT5X557H8JWX,B00000DCPY,5
A2JT5X557H8JWX,B00008H2LB,1
A2JT5X557H8JWX,B00008AOSC,5
A2JT5X557H8JWX,B00005LNGZ,2
A2JT5X557H8JWX,B00008OM5J,5
A2JT5X557H8JWX,B00004Y6S1,5
A2JT5X557H8JWX,B00006HBTW,3
A2JT5X557H8JWX,B00005V6BE,5
A2JT5X557H8JWX,B00004XOWM,1
A2JT5X557H8JWX,B00008OWZG,2
A2JT5X557H8JWX,B00002MZ2C,5
A2JT5X557H8JWX,B000065BW8,5
A2JT5X557H8JWX,B000005B4T,3
A2JT5X557H8JWX,B000005B4T,3
A2JT5X557H8JWX,B000069KN8,5
A2JT5X557H8JWX,B000063BQB,4
A2JT5X557H8JWX,345342968,5
A2JT5X557H8JWX,B00005OSZE,5
A2JT5X557H8JWX,B000002NIH,5
A2JT5X557H8JWX,B0006M9IVY,5
A2JT5X557H8JWX,B0003044FY,2
A2JT5X557H8JWX,B000088E4P,2
A2JT5X557H8JWX,B00005NG6E,2
A2JT5X557H8JWX,B00005YTWZ,5
A2JT5X557H8JWX,B0000C7PS1,1
A2JT5X557H8JWX,B00005MKDW,5
A2JT5X557H8JWX,1573301183,3
A2JT5X557H8JWX,B00005Y4P3,5
A2K40JBQHJY1HH,60628391,5
A2K40JBQHJY1HH,B0006BK594,4
A2K40JBQHJY1HH,B0002W4UP2,5
A2K40JBQHJY1HH,1576832821,5
A2K40JBQHJY1HH,080106516X,5
A2K40JBQHJY1HH,801090687,5
A2K40JBQHJY1HH,849916607,5
A2K40JBQHJY1HH,825431905,5
A2K40JBQHJY1HH,60652926,5
A2K40JBQHJY1HH,842314660,3
A2K40JBQHJY1HH,1561483397,5
A2K40JBQHJY1HH,321331702,5
A2K40JBQHJY1HH,825431859,4
A2K40JBQHJY1HH,446673919,5
A2K40JBQHJY1HH,1572930527,3
A2K40JBQHJY1HH,310245648,5
A2K40JBQHJY1HH,825431964,5
A2K40JBQHJY1HH,801090474,5
A2K40JBQHJY1HH,310242843,5
A2K40JBQHJY1HH,596006276,2
A2K40JBQHJY1HH,1881273156,5
A2K40JBQHJY1HH,1881273393,5
A2K40JBQHJY1HH,938721976,5
A2K40JBQHJY1HH,801091713,5
A2K40JBQHJY1HH,310211883,5
A2K40JBQHJY1HH,084233792X,4
A2K40JBQHJY1HH,849914906,3
A2K40JBQHJY1HH,834117487,2
A2K40JBQHJY1HH,830717765,4
A2K40JBQHJY1HH,825431891,5
A2K40JBQHJY1HH,B00006LEH6,5
A2K40JBQHJY1HH,785200010,5
A2K40JBQHJY1HH,895260476,5
A2K40JBQHJY1HH,976268604,2
A2K40JBQHJY1HH,801063175,5
A2K40JBQHJY1HH,310252385,3
A2K40JBQHJY1HH,801065321,1
A2K40JBQHJY1HH,1573227358,5
A2K40JBQHJY1HH,849996627,4
A2K40JBQHJY1HH,972890300,5
A2K40JBQHJY1HH,684802031,5
A2K40JBQHJY1HH,842384375,2
A2K40JBQHJY1HH,1929494696,5
A2K40JBQHJY1HH,60086270,4
A2K40JBQHJY1HH,076422350X,5
A2K40JBQHJY1HH,310245966,5
A2K40JBQHJY1HH,310262127,5
A2K40JBQHJY1HH,081447926X,3
A2K40JBQHJY1HH,446670642,4
A2K40JBQHJY1HH,743226712,5
A2K40JBQHJY1HH,785261680,4
A2K40JBQHJY1HH,830725334,3
A2K40JBQHJY1HH,805412662,5
A2K40JBQHJY1HH,801091780,5
A2K40JBQHJY1HH,006251783X,2
A2K40JBQHJY1HH,875847471,5
A2K40JBQHJY1HH,764426257,5
A2K40JBQHJY1HH,B0009XB156,5
A2K40JBQHJY1HH,B000AA7HGK,5
A2K40JBQHJY1HH,159185413X,5
A2K40JBQHJY1HH,801090946,5
A2K40JBQHJY1HH,1576836630,4
A2K40JBQHJY1HH,802417841,3
A2K40JBQHJY1HH,553382896,5
A2K40JBQHJY1HH,671015206,5
A2K40JBQHJY1HH,785260382,4
A2K40JBQHJY1HH,736913998,5
A2K40JBQHJY1HH,740718584,5
A2K40JBQHJY1HH,1590523903,5
A2K40JBQHJY1HH,031025745X,5
A2K40JBQHJY1HH,849944384,4
A2K40JBQHJY1HH,785266429,5
A2K40JBQHJY1HH,B00004S9H3,5
A2K40JBQHJY1HH,786882417,4
A2K40JBQHJY1HH,817013938,5
A2K40JBQHJY1HH,B000AQCBU6,5
A2K40JBQHJY1HH,B0006HTZ80,5
A2K40JBQHJY1HH,B0007UC5U6,4
A2K40JBQHJY1HH,B0009B0IX4,3
A2K40JBQHJY1HH,764200925,5
A2K40JBQHJY1HH,786881267,5
A2K40JBQHJY1HH,B0007VMROE,5
A2K40JBQHJY1HH,156233252X,3
A2K40JBQHJY1HH,825431875,5
A2K40JBQHJY1HH,802467997,5
A2K40JBQHJY1HH,805430172,2
A2K40JBQHJY1HH,801063019,4
A2K40JBQHJY1HH,785265317,5
A2K40JBQHJY1HH,156563490X,5
A2K40JBQHJY1HH,830823050,3
A2K40JBQHJY1HH,805460519,5
A2K40JBQHJY1HH,849918111,5
A2K40JBQHJY1HH,895260859,5
A2K40JBQHJY1HH,B00029J1SG,4
A2K40JBQHJY1HH,830823166,4
A2K40JBQHJY1HH,081701389X,3
A2K40JBQHJY1HH,895260867,5
A2K40JBQHJY1HH,895260174,4
A2K40JBQHJY1HH,1561799254,5
A2K40JBQHJY1HH,1590524314,5
A2K40JBQHJY1HH,399242562,2
A2K40JBQHJY1HH,805426981,5
A2K40JBQHJY1HH,B00021R7BM,5
A2K40JBQHJY1HH,1578564611,5
A2K40JBQHJY1HH,B0000C0XT1,5
A2K40JBQHJY1HH,802491766,5
A2K40JBQHJY1HH,880706287,5
A2K40JBQHJY1HH,842370889,5
A2K40JBQHJY1HH,1401601111,5
A2K40JBQHJY1HH,140160109X,5
A2K40JBQHJY1HH,310205719,5
A2K40JBQHJY1HH,802403336,4
A2K40JBQHJY1HH,1556615159,5
A2K40JBQHJY1HH,785260463,5
A2K40JBQHJY1HH,830719210,4
A2K40JBQHJY1HH,736914390,5
A2K40JBQHJY1HH,1414302797,5
A2K40JBQHJY1HH,802401430,3
A2K40JBQHJY1HH,034541344X,5
A2K40JBQHJY1HH,1591450179,5
A2K40JBQHJY1HH,082543159X,5
A2K40JBQHJY1HH,842332359,3
A2K40JBQHJY1HH,1569552061,5
A2K40JBQHJY1HH,1578564239,3
A2K40JBQHJY1HH,801090903,3
A2K40JBQHJY1HH,801090873,5
A2K40JBQHJY1HH,801063698,5
A2K40JBQHJY1HH,842318631,5
A2K40JBQHJY1HH,801091438,5
A2K40JBQHJY1HH,805431160,5
A2K40JBQHJY1HH,910965579,5
A2K40JBQHJY1HH,1879737507,5
A2K40JBQHJY1HH,802802656,3
A2K40JBQHJY1HH,895261111,4
A2K40JBQHJY1HH,62734768,5
A2K40JBQHJY1HH,875525113,4
A2K40JBQHJY1HH,310209307,5
A2K40JBQHJY1HH,851511910,5
A2K40JBQHJY1HH,1558505520,5
A2K40JBQHJY1HH,852344473,5
A2K40JBQHJY1HH,802478212,5
A2K40JBQHJY1HH,801025699,4
A2K40JBQHJY1HH,830822763,5
A2K40JBQHJY1HH,801090911,5
A2K40JBQHJY1HH,310243173,2
A2K40JBQHJY1HH,802801145,5
A2K40JBQHJY1HH,835808580,5
A2K40JBQHJY1HH,1565076974,3
A2K40JBQHJY1HH,B000071A7U,5
A2K40JBQHJY1HH,849940923,5
A2K40JBQHJY1HH,736904190,5
A2K40JBQHJY1HH,802811116,5
A2K40JBQHJY1HH,080101171X,3
A2K40JBQHJY1HH,310210801,3
A2K40JBQHJY1HH,802421873,5
A2K40JBQHJY1HH,310201438,4
A2K40JBQHJY1HH,764104012,5
A2K40JBQHJY1HH,915815354,5
A2K40JBQHJY1HH,310492408,5
A2K40JBQHJY1HH,930464621,5
A2K40JBQHJY1HH,875521444,3
A2K40JBQHJY1HH,310231957,5
A2K40JBQHJY1HH,1577990773,5
A2K40JBQHJY1HH,801038596,5
A2K40JBQHJY1HH,805424415,5
A2K40JBQHJY1HH,830819401,5
A2K40JBQHJY1HH,936083166,5
A2K40JBQHJY1HH,B00005O6B3,5
A2K40JBQHJY1HH,B00005N6K5,5
A2K40JBQHJY1HH,B00005MOTE,5
A2K40JBQHJY1HH,B00005LA8Y,5
A2K40JBQHJY1HH,891075860,5
A2K40JBQHJY1HH,310212685,5
A2K40JBQHJY1HH,310212766,3
A2K40JBQHJY1HH,080105835X,5
A2K40JBQHJY1HH,1576831256,5
A2K40JBQHJY1HH,1581342861,5
A2K40JBQHJY1HH,849942683,3
A2K40JBQHJY1HH,61043850,5
A2K40JBQHJY1HH,891076522,5
A2K40JBQHJY1HH,805410562,5
A2K40JBQHJY1HH,835808661,3
A2K40JBQHJY1HH,B000066EWA,1
A2K40JBQHJY1HH,785274308,5
A2K40JBQHJY1HH,802429785,4
A2K40JBQHJY1HH,736901396,3
A2K40JBQHJY1HH,802459838,4
A2K40JBQHJY1HH,801090407,5
A2K40JBQHJY1HH,1576832899,5
A2K40JBQHJY1HH,080546347X,3
A2K40JBQHJY1HH,842360239,5
A2K40JBQHJY1HH,802456316,5
A2K40JBQHJY1HH,688168507,5
A2K40JBQHJY1HH,446529575,5
A2K40JBQHJY1HH,801064392,5
A2K40JBQHJY1HH,801057418,5
A2K40JBQHJY1HH,877849455,5
A2K40JBQHJY1HH,842332340,5
A2K40JBQHJY1HH,842332340,5
A2K40JBQHJY1HH,801090954,5
A2K40JBQHJY1HH,B00006663Z,4
A2K40JBQHJY1HH,66210879,5
A2K40JBQHJY1HH,887306314,4
A2K40JBQHJY1HH,785274316,5
A2K40JBQHJY1HH,805422943,5
A2K40JBQHJY1HH,1852400536,5
A2K40JBQHJY1HH,451167724,5
A2K40JBQHJY1HH,688144055,5
A2K40JBQHJY1HH,451197461,5
A2K40JBQHJY1HH,688163564,5
A2K40JBQHJY1HH,425098478,5
A2K40JBQHJY1HH,688172393,4
A2K40JBQHJY1HH,B000BI2180,5
A2K40JBQHJY1HH,B00063ZVJQ,4
A2K40JBQHJY1HH,849900409,5
A2K40JBQHJY1HH,892216220,5
A2K40JBQHJY1HH,446691097,4
A2K40JBQHJY1HH,059537932X,4
A2K40JBQHJY1HH,965243303,1
A2K40JBQHJY1HH,785266100,4
A2K40JBQHJY1HH,1591450195,5
A2K40JBQHJY1HH,1414307586,5
A2K40JBQHJY1HH,031024823X,5
A2K40JBQHJY1HH,310246954,5
A2K40JBQHJY1HH,62548476,4
A2K40JBQHJY1HH,B00006CTG2,5
A2K40JBQHJY1HH,1578565227,5
A2K40JBQHJY1HH,080546297X,2
A2K40JBQHJY1HH,451523938,5
A2K40JBQHJY1HH,830812830,2
A2K40JBQHJY1HH,805424652,5
A2K40JBQHJY1HH,765307154,5
A2K40JBQHJY1HH,038079750X,5
A2K40JBQHJY1HH,310228638,5
A2K40JBQHJY1HH,785271708,5
A2K40JBQHJY1HH,B000069IFB,5
A2K40JBQHJY1HH,094357546X,5
A2K40JBQHJY1HH,1578565375,5
A2K40JBQHJY1HH,310511119,5
A2K40JBQHJY1HH,805420355,5
A2K40JBQHJY1HH,1578563682,3
A2K40JBQHJY1HH,310235316,4
A2K40JBQHJY1HH,785265228,5
A2K40JBQHJY1HH,842332278,2
A2K40JBQHJY1HH,880701404,5
A2K40JBQHJY1HH,083081972X,5
A2K40JBQHJY1HH,618129014,5
A2K40JBQHJY1HH,B0000639WN,5
A2K40JBQHJY1HH,B00004SGDW,2
A2K40JBQHJY1HH,60693339,5
A2K40JBQHJY1HH,310544718,5
A2K40JBQHJY1HH,842313354,5
A2K40JBQHJY1HH,1576737799,5
A2K40JBQHJY1HH,849914132,5
A2K40JBQHJY1HH,830823379,5
A2K40JBQHJY1HH,1576830829,4
A2K40JBQHJY1HH,031022649X,2
A2K40JBQHJY1HH,1576832961,3
A2K40JBQHJY1HH,785268820,5
A2K40JBQHJY1HH,805418458,5
A2K40JBQHJY1HH,785267239,3
A2K40JBQHJY1HH,310385709,5
A2K40JBQHJY1HH,310245656,5
A2K40JBQHJY1HH,60628464,5
A2K40JBQHJY1HH,849913403,5
A2K40JBQHJY1HH,800717880,5
A2K40JBQHJY1HH,28639804,4
A2K40JBQHJY1HH,310585902,5
A2K40JBQHJY1HH,785268839,5
A2K5FK58JSWXJ9,B00004SYN4,5
A2K5FK58JSWXJ9,B00002STGL,5
A2K5FK58JSWXJ9,1576104125,5
A2K5FK58JSWXJ9,B00000JDF5,4
A2K5FK58JSWXJ9,B00004S9AK,5
A2K5FK58JSWXJ9,780624890,5
A2K5FK58JSWXJ9,767824571,5
A2K5FK58JSWXJ9,B00004RIUJ,5
A2K5FK58JSWXJ9,B00004RC2D,4
A2K5FK58JSWXJ9,B00004SYN1,5
A2K5FK58JSWXJ9,B00004SY4C,4
A2K5FK58JSWXJ9,B00000K19E,5
A2K5FK58JSWXJ9,6305627401,4
A2K5FK58JSWXJ9,6305657947,5
A2K5FK58JSWXJ9,B000031WD9,4
A2K5FK58JSWXJ9,B00004SB92,5
A2K5FK58JSWXJ9,B00000JSGF,5
A2K9LBX0EFCVI0,1889392154,5
A2K9LBX0EFCVI0,743214641,4
A2K9LBX0EFCVI0,B00009ENC6,5
A2K9LBX0EFCVI0,B00005YVRN,4
A2K9LBX0EFCVI0,B00003TL7P,4
A2K9LBX0EFCVI0,B000067EH7,4
A2K9LBX0EFCVI0,399526307,3
