id,life_time,max_numOf_reviews_daily,early_review_ratio,rating_distribution,repeated_rating,review_summary_duplicate,helpfulness_score,rating_deviation,clustering_coefficient,betweeness,degree,label
A1Z0LTKUA6F94D,1475,4,0.147058824,0.441176471,0,0.032577264,194,0.558823529,0.546694215,0.002425122,121,0
AK06ZEWC5CY09,61,5,0,0.333333333,0,0.044520887,-1,0.333333333,0.627079748,7.39E-05,84,1
A222799DXKB773,304,3,0,1,0,0.039292873,4,0.166666667,0.691547252,0.000149676,149,0
A3USYYEV9CK7RF,0,3,0,1,0,0,4,0,0.73236715,2.25E-05,46,1
A1UJSOZN1ERD2A,1380,5,0.208333333,0.625,1,0.042186759,83,0.583333333,0.676359939,0.000662214,281,0
A34UMPW5R73IY3,0,14,0,0.571428571,0,0.058577176,60,0.357142857,0.566095471,0.000331476,172,0
A2K5FK58JSWXJ9,56,7,0.176470588,0.705882353,0,0.076613753,75,0.705882353,0.549491212,0.000274982,47,1
A304K1ZFHB6Y53,195,3,0.058823529,0.294117647,0,0.040697384,119,0.235294118,0.54490158,0.000844299,267,0
A3UH2J8ZB4T4O7,183,5,0.071428571,0.857142857,0,0.030230617,49,0.214285714,0.628272435,0.000869224,338,0
A5JLAU2ARJ0BO,2325,11,0.290870488,0.557324841,12,0.013930395,10247,0.563694268,0.227792208,0.035823739,176,1
AEJAGHLC675A7,1767,7,0.137931034,0.965517241,1,0.036195424,458,0.862068966,0.504761905,0.000110495,21,0
A14UFSSFUD3KKM,899,5,0,0.625,0,0.021495835,153,0.333333333,0.569824147,0.000479074,202,0
A22S7D0LP8GRDH,1559,16,0.437810945,0.736318408,4,0.027436425,2858,0.810945274,0.460980036,0.0005475,58,1
A1N73UFVNIVF5C,0,4,1,1,0,0.203221575,3,1,0,0,1,1
ARW6UAXT62O0T,7,5,0,0.125,0,0.052769819,60,0.125,0.809113347,0.000209774,230,0
A24XPJGD2WXK6G,176,3,0,0.666666667,0,0.046894312,19,0.111111111,0.606348111,0.00034519,187,0
A3C7MGYLZ7REYL,449,5,0.125,0.8125,0,0.073058368,90,0.3125,0.466896427,0.002378469,149,0
AXFP1WEDDEMWU,0,16,0.0625,0.75,0,0.046679076,28,0.5,0.583422161,0.000440465,199,0
A1TCN8WGYEFV2Z,14,5,0,0.466666667,0,0.031823023,30,0.2,0.541334505,0.000928051,179,0
A30YHJ33T663IH,2327,5,0.56097561,0.707317073,1,0.018729925,392,0.853658537,0.552910053,5.44E-05,28,1
A3NMIZOMLSFOEM,290,45,0.106382979,0.936170213,0,0.019654057,119,0.531914894,0.545090467,0.000612711,237,0
A23S3T8I6TAJOL,0,4,0,0.75,0,0,20,1,0,0,1,1
A3JTHYZWIFP4LM,2,9,0,0.8,0,0.183534435,24,0.3,0.746566913,0.000394046,249,1
AG8JQ5YLFA91B,559,2,0,1,0,0.034561852,8,0,0.717003993,0.000385832,270,0
A307YFSORUAXSQ,1158,8,0.18556701,0.804123711,0,0.020536566,1610,0.628865979,0.491028006,0.005913842,268,0
AFM7DWQ762149,1461,5,0.327272727,0.581818182,0,0.02456913,621,0.563636364,0.585647793,0.002523418,343,0
A2TVJ0YDW3QO63,2106,13,0.297752809,0.679775281,0,0.022985766,744,0.893258427,0.448080808,0.004831371,100,1
ASY8EDCXAURIK,301,3,0,0.8,0,0.150282465,37,0.2,0.641382869,0.000336764,153,0
A1BWQT2377BQDS,0,3,0,1,0,0.06347272,3,0,0.684474273,0.000206419,150,0
A1OO0MWJJ1EB41,947,4,0,0.5,0,0.022651785,107,0.6875,0.721946375,0.001805129,266,0
AGTC2WP31BCKY,1,2,0,0.5,0,0.114133013,6,0.5,0.674953221,5.96E-05,87,0
A1E46AJ1HSBI1W,963,10,0.230769231,0.846153846,0,0.461538462,43,0.153846154,0.666666667,0.000197287,6,1
A32FGHKCNU8P5U,331,6,0.076923077,0.871794872,0,0.025535399,479,0.538461538,0.570934256,0.000893061,290,1
A3GQKB1KF0CRPE,1979,14,0.383426966,0.832865169,145,0.01225904,13600,0.912219101,0.355489171,0.007050712,104,1
A24GTIZ0MPYMPI,343,3,0,0.818181818,0,0.03447769,44,0.272727273,0.641618497,0.000290131,173,0
AMNI6AZZZCAL4,1,5,0,0.75,0,0.065282262,24,0.25,0.597402597,0.000220678,133,0
A1ZFEN9RTB58OD,0,5,0,0.8,0,0,7,0,0.69631945,0.000548575,267,1
A3PBOVTBB5A7AP,41,7,0,0.909090909,0,0.093027941,18,0.545454545,0.619433198,6.46E-05,39,1
ALR35EFI69S5R,2614,16,0.252497729,0.705722071,27,0.018673997,26875,0.947320618,0.444932845,0.000998471,91,1
A2SEIN7KXDKK9J,581,12,0.04,0.4,0,0.028935308,55,0.4,0.702817145,0.000458176,264,0
APZU87AQ2MNE4,0,9,0,0.666666667,0,0.111111111,10,0.333333333,0.668163078,0.000598263,296,0
A1DUHRGW5CEQCG,30,5,0,0.888888889,0,0.109349619,17,0,0.603288315,0.000186743,131,0
A2SLPVWB3X97OL,1565,5,0.071428571,0.642857143,0,0.031519079,56,0.142857143,0.58154278,0.001221854,288,0
A1I5U3MLWOKYW5,0,5,0.2,0,0,0.823533925,24,1,1,0,2,1
AD7LK10CPHZEA,107,5,0,0.5,0,0.021184795,79,0.166666667,0.590198675,0.000294499,151,1
A3SVVANRXYISC7,0,3,0,0.333333333,0,0,7,0,0.701343874,0.000449494,276,0
A3A73FMG629P9W,198,14,0,0.5,1,0.053913954,178,0.208333333,0.508398799,0.001235815,307,0
A3OY1IKJKJTHNJ,954,9,0.074074074,0.555555556,1,0.025170508,123,0.37037037,0.53960047,0.000659485,185,0
A2ASMLXBQ3FHMV,0,6,0,0.666666667,0,0.018088481,2,0.333333333,0.692973347,7.84E-05,108,0
A1NVD0TKNS1GT5,2015,13,0.23566879,0.700636943,3,0.018338115,838,0.898089172,0.507936508,0.000427154,64,1
A2YHY8ML2V4QJ9,0,4,0.75,1,0,0.5,347,0,0.933333333,5.88E-07,6,1
A24OC65OEL9FII,1,5,0,0.5,0,0.179619085,1,0.333333333,0.672297556,0.000375647,229,1
A2JFOHC9W629IE,2220,6,0.308510638,0.64893617,0,0.025576397,507,0.79787234,0.576767677,0.000317357,45,0
A2SH4ZYS302G0U,1621,3,0.088235294,0.411764706,1,0.024581287,41,0.470588235,0.633333333,6.01E-05,36,1
A3HAIX41Y0JXBO,0,8,0,0.5,0,0.062292152,70,0.125,0.723153893,0.00036057,268,0
A365A1WPQZ7VUZ,120,5,0.071428571,0.857142857,0,0.285043574,77,0.642857143,0.723646724,3.25E-05,27,1
AUJAQDPZMNUOC,384,7,0,0.923076923,1,0.073829642,-10,0.153846154,0.614973262,0.000349633,34,1
A3R0XHJBXTIBJD,0,4,0,0.75,0,0,5,0,0.795281055,8.05E-05,132,0
A1GKCWPYU5ZLZG,0,4,1,1,0,0.796900122,1,1,0,0,1,1
A9WQLZJRRVRH,176,5,0,0.9,0,0.020229011,29,0.3,0.542288557,0.001199242,336,0
A2C27IQUH9N1Z,2192,12,0.263829787,0.527659574,15,0.015253088,6842,0.829787234,0.36530442,0.003712812,110,0
A1DJFZXCJXCAXZ,415,4,0.074074074,0.62962963,0,0.027475945,61,0.37037037,0.561922412,0.000818793,285,0
A1GOJL8ZS95UKO,133,14,0.3125,0.6875,0,0.037532271,68,0.333333333,0.694117647,2.44E-05,35,0
A1P3A0JRNPK57E,113,13,0.0625,0.8125,0,0.04055356,41,0.3125,0.668121397,0.000394043,224,0
ASG5ETH7NYJOW,0,3,0,1,0,0,3,0,0.743265772,0.000304283,262,0
A3KMEVLH32TAIX,0,8,0.25,0.5,0,0.68878301,-61,0,0.892857143,1.42E-05,8,1
A76GI87NI7Q0L,118,5,0,0.636363636,0,0.114492124,13,0.181818182,0.642794386,0.000725205,306,0
A2PYVGSSU769XB,0,5,0,0.4,0,0.056978322,2,0.2,0.61996337,0.000322371,169,0
A1QR9SFWALEGMA,606,5,0.090909091,0.727272727,0,0.063642643,46,0.181818182,0.629195219,0.000523154,251,0
A30VJWINLY409Y,0,3,0,0,0,0,3,0,0.701251587,0.000174944,149,0
A2PPTE764NPMFI,288,2,0,0.909090909,0,0.071127395,-35,0.454545455,0.465546218,0.000289448,35,0
A1O6R8R9BH159F,1029,10,0.176470588,0.941176471,2,0.060824175,337,0.970588235,0,0,1,1
A1EMDSTJDUE6B0,2698,17,0.226736566,0.76146789,8,0.023602711,1552,0.857142857,0.316678233,0.006631423,132,1
A3UFQ6AD7I3APQ,204,15,0,0.611111111,0,0.029347315,9,0.222222222,0.517523653,0.000729762,221,0
A2EJEPB99SALH5,0,3,0,1,0,0.111349618,0,0.333333333,0.714742482,0.000446454,264,0
AZI0QX8X6342A,53,5,1,1,0,0.036265434,57,1,0,0,1,1
ADLZJAODZKPO5,297,7,0.088235294,0.382352941,0,0.026467281,169,0.441176471,0.531208198,0.001173077,282,0
ARMPKSP0N92M1,72,6,0,0.647058824,2,0.0723507,85,0.470588235,0.576535636,0.000279221,163,0
A3212D3F4AU2J,139,7,0.076923077,0.846153846,0,0.046442878,467,0.384615385,0.694174757,0.000514389,309,1
A2D5KFZ1146DYX,0,3,1,0,0,1,-1,0,0.757575758,8.78E-05,34,1
A38G64S5VMRI1P,2203,6,0.131428571,0.485714286,12,0.014876095,1615,0.548571429,0.447374847,0.001352497,91,1
A2Q7VY0358PA3W,233,2,0.25,1,0,0.148979217,28,1,1,0,3,1
AXJTNYD3UK1BP,1184,9,0.292134831,0.606741573,0,0.014417144,416,0.831460674,0.478787879,0.000848348,45,0
AJIUPANM6OB1Z,1097,3,0.25,1,0,0.130416753,9,0.75,0.706167213,9.84E-05,119,0
A13THTOCMVGPHN,221,4,0.111111111,0.666666667,0,0.081780418,21,0,0.664874835,0.000768924,276,0
A1E7QLJVWNFOZY,2256,8,0.27480916,0.633587786,2,0.017693017,2577,0.748091603,0.543936935,0.001174213,228,1
A9WP905F9819N,1,4,0.6,0.8,0,0.597973118,67,0,1,0,3,1
A16BC2TMK217AZ,249,8,0.0625,0.8125,0,0.025657729,55,0.6875,0.654646711,0.000219984,170,0
A1JQGEF3OWYND,101,6,0,0.714285714,0,0.070013515,23,0.142857143,0.66374829,5.65E-05,86,0
A1AE6H6RG87UL4,324,6,0,0.25,0,0.094446515,26,0.125,0.616919393,0.000877139,358,0
A174AQ2AY4E2RO,743,7,0,0.75,0,0.041599535,22,0.541666667,0.565114782,0.001966628,237,0
A25QHS0VY4QHU5,3,3,0.166666667,0.833333333,0,0.222444916,-19,0.333333333,1,0,6,1
A1OVERR2X1A6AY,759,3,0.076923077,0.576923077,0,0.029763747,116,0.384615385,0.531820754,0.00632628,342,0
A28R83ADQPMF2X,30,9,0.266666667,0.8,2,0.119466407,81,0.766666667,0.647058824,0.000249973,51,1
A1GQKWBCFUJJYW,436,5,0,0.625,0,0.041324806,16,0.125,0.676387922,0.000577736,279,0
A3J8J67LKAYGRZ,0,8,0,0.875,0,0.058167209,9,0.25,0.695620702,0.000466562,307,0
A3RNNYB2OG1WMF,2311,6,0.052631579,0.421052632,0,0.016919686,11,0.473684211,0.587377535,0.000340221,133,1
A355B9HM87SFHE,925,6,0.173913043,0.456521739,0,0.034072713,329,0.630434783,0.47251773,0.000458518,48,1
A1AS6LS0H09F1L,59,3,0,1,0,0,10,0.25,0.909732418,8.40E-05,206,0
A38YONCDL9DZKU,530,6,0.25,0.75,0,0,34,0.375,0.811707523,0.000120334,169,0
A3KRD3PKRLCNSR,19,7,0,0.75,0,0.011695277,25,0.75,0.681191395,0.000200472,148,0
A15T5Y4KEG9KSY,0,12,0,0.666666667,0,0.031486608,6,0.333333333,0.662216324,0.001057811,275,0
A15U5ZSFC0Q0EJ,22,6,0,0.428571429,0,0,11,0.285714286,0.566872633,0.000355037,174,0
A2BXRSNO3OVFV3,326,5,0.1,0.9,0,0.020445545,16,0.5,0.664161074,0.000182545,150,0
A5FUY5F180G67,148,6,0,0.916666667,0,0.02968525,59,0.25,0.55947866,0.000435195,194,0
A20RZC0744VXRN,42,4,0.25,0.75,0,0.034508131,87,0.125,0.561989835,0.001150583,302,0
A1XAYSI96X8YVH,1021,3,0.098039216,0.509803922,1,0.028359716,925,0.490196078,0.535081454,0.000687763,243,0
AW3VZ5O895LRK,1689,11,0.19,0.64,1,0.01292734,2522,0.836666667,0.453013279,0.001762694,89,0
ADP4UERBB3LVI,56,3,0,0.5,0,0.07876942,11,0.375,0.7101085,0.00026929,219,0
A3B35PX256JIA0,271,4,0.05,0.65,0,0.044587198,31,0.15,0.565958124,0.000765254,159,0
A27X79CCRVDXCQ,66,14,0,0.5,1,0.096848444,66,0.222222222,0.609594567,0.000953732,327,1
A2J96R1J6MDMEV,0,8,0.25,1,0,0.709501411,9,0.25,0.933333333,3.10E-06,10,1
A1JWSDDIH5Z7DV,2707,9,0.453012048,0.775903614,5,0.027450635,3195,0.985542169,0.46969697,0.002594525,33,1
A287RK0E48IGFN,0,7,0.285714286,1,0,1,1,1,0,0,1,0
A2BJC09BVK3R7R,1071,4,0.142857143,0.952380952,0,0.044102928,102,0.761904762,0.524216524,0.000132877,27,1
A3DC7Y9HO0C457,1793,4,0.093023256,0.674418605,0,0.02606095,208,0.511627907,0.587521368,0.0020598,325,0
A3QIIFCE6T9KUE,403,16,0.450704225,0.76056338,0,0.031106989,871,0.845070423,0.679841897,2.65E-05,23,1
A4CJHIO8KSIB5,266,6,0.090909091,0.818181818,0,0.033627924,19,0.272727273,0.610740892,0.001042074,350,0
A1MW9XG9GB9EGX,0,6,0,0.666666667,0,0.085724195,9,0,0.671657346,0.000619026,281,0
A1D0KL9ZD7SU56,385,3,0.111111111,0.444444444,0,0.053141848,66,0.666666667,0.714285714,4.63E-05,8,1
A22131YB0I9PBM,805,4,0.254901961,0.568627451,0,0.04143754,638,0.549019608,0.58279371,0.000238498,47,1
AEF5BE07FP5JV,194,3,0,0.875,0,0.021066088,23,0.5,0.770884715,0.000249537,252,0
AB9RCC4GWVO0J,316,5,0,0.75,0,0.02553412,34,0.125,0.628653386,0.000534378,251,0
A3L9ZOK1RSPMAO,1,4,0,0.8,0,0,3,0,0.655209611,0.000617089,308,0
A2QLVQE77NHMX,0,7,0,0.714285714,0,0.083893941,29,0.142857143,0.684093212,0.000176396,141,0
A7Y6AVS576M03,2116,15,0.339875112,0.789473684,31,0.011317375,5186,0.863514719,0.454938272,0.001339703,81,1
A2A4T3NHN1P5ZS,410,33,0.270833333,0.770833333,0,0.028276623,853,0.6875,0.537141439,0.002189662,238,0
A3OF0RJQRSMBQS,31,1,0,0.25,0,0,-46,0.5,0.9,3.36E-07,5,1
A20XVYRWD886YU,44,7,0,0.625,0,0.040054373,7,0.375,0.775026979,0.000172828,178,0
A2CMHIZUH6ZMQT,1913,5,0.114285714,0.685714286,0,0.017698247,696,0.485714286,0.544706322,0.001747202,243,0
A1HTYARLOYQRUK,0,16,0.1875,0.5,0,0.231604619,-1,0.625,0.608143839,7.99E-05,62,1
A2B7WYKF8RLNYV,262,3,0,0.444444444,0,0.043945173,14,0,0.599604343,0.000414249,209,0
A12OAW0LAY5IFX,3,10,0.4375,1,0,0.020614651,27,0.9375,0.711111111,0.000673157,10,1
A3NEW4SINQ8216,1790,2,0.142857143,0.714285714,0,0.052185893,61,0.428571429,0.933333333,5.88E-07,6,1
A2ZA4FYM7ML6QP,239,4,0.058823529,1,0,0.095447958,198,0.235294118,0.543704394,0.000153987,114,0
A2B3CH9MB8K9BP,139,2,0,1,0,0.038888652,13,0.375,0.717963603,0.000450289,263,0
A2Y341TQVWA4O2,48,1,0.6,0.8,1,0.214799493,273,0.4,1,0,3,1
AUZKBB2A7CZPB,511,2,0.357142857,0.785714286,0,0.046112649,-136,0.642857143,0.727272727,3.13E-05,22,0
A3Y9BX5AS769T,0,8,0.375,1,0,0.652571728,32,0.125,0.878787879,4.81E-06,12,1
A3A8ZWV1PQWXK5,1053,7,0.208333333,0.166666667,0,0.050807413,25,0.708333333,0.615384615,5.53E-05,13,0
A1VGI1696JE9XC,277,4,0,0.625,0,0.027972353,85,0.375,0.619329055,0.000302607,189,0
A2K40JBQHJY1HH,1576,8,0.241635688,0.713754647,1,0.020548525,2665,0.828996283,0.509872242,0.000322044,42,1
A3NBP6SJO0BSRU,2025,11,0.465909091,0.488636364,0,0.016058749,1029,0.670454545,0.426900585,6.53E-05,19,1
A2V0Q781PF78Q4,89,4,0.153846154,0.846153846,0,0.02772147,56,0.153846154,0.607945716,0.000373237,197,0
AY499UHLEYIXT,46,12,0.055555556,0.611111111,0,0.025633957,51,0.611111111,0.629791895,0.000422477,166,0
A16837CKPTA07O,1376,3,0.095238095,0.476190476,0,0.015802567,273,0.619047619,0.491786959,0.006597542,246,0
A1NIS16GN43GPF,0,4,0,0.5,0,0.10340455,2,0,0.722241281,0.000406476,265,0
A1MMVPXI5B8AGQ,920,4,0.272727273,0.454545455,0,0.038062202,32,0.303030303,0.607112719,0.001474637,316,0
ACUANYF1ZM0IX,4,3,0,1,0,0.122023606,30,0.5,0.707081651,0.000131988,143,0
AJULT2ERCY811,1,5,0,0.833333333,0,0.038195836,19,0.333333333,0.597380014,0.000474997,228,0
A1O70AIHNS4EIY,0,3,0.333333333,1,0,0.13689636,-4,0.666666667,1,0,3,1
AYMD77ITD15PT,2230,3,0.287878788,0.560606061,0,0.047303684,238,0.772727273,0.434782609,0.000934083,69,0
A2HHAV29CZ1OIE,959,9,0.307692308,0.730769231,0,0.021431181,199,0.538461538,0.48862898,0.008388417,324,0
A2PDN5RJEYWBF3,0,3,0,1,0,0.333333333,9,0,1,0,8,1
A272Z4Y9N4HWOQ,13,2,0,0.666666667,0,0.092763601,1,0,0.717715671,0.000159186,163,1
A3M666LJCG5W0G,94,3,0.083333333,0.416666667,0,0.008170907,33,0.333333333,0.677570286,0.000563313,312,0
ATNYXN8F6PRPJ,0,3,0,0.333333333,0,0,5,0.333333333,0.785570718,7.79E-05,138,0
A32XND6UOYBJVC,252,6,0,0.818181818,0,0.01009286,16,0.545454545,0.700110879,0.000461419,279,0
A3F0X1IE5FG5P6,9,9,0,1,0,0.108140284,11,0.25,0.599882491,0.000336696,185,0
A39ETA11IMLUOD,264,5,0.111111111,0.444444444,0,0.044221805,11,0.222222222,0.707215058,0.000184974,152,1
A2G94X1TSXEU60,444,4,0.368421053,0.315789474,0,0.031273859,76,0.842105263,0.575163399,0.003935412,18,1
A376INY8S41G00,1811,3,0.384615385,0.487179487,0,0.020768803,512,0.717948718,0.713450292,3.02E-05,19,0
A1H1JZ79JTKO6C,516,6,0,0.523809524,1,0.025407527,74,0.380952381,0.610800328,0.003376352,328,0
A1M8GVY3N78RIZ,916,10,0.310344828,0.448275862,0,0.036117971,11,0.655172414,0.711640212,5.14E-05,28,0
A15S4XW3CRISZ5,1503,9,0.358695652,0.293478261,4,0.025397995,1381,0.619565217,0.436073059,0.000969761,73,1
A1NZLIMEO1MWZ1,60,3,0.1,0.9,1,0.047526509,44,0.4,0.66229891,0.00064492,329,0
A1KG9EEQIKPVHD,0,4,0,0.75,0,0,10,0,0.770611902,0.000141212,183,0
A9POBC9UI319T,67,6,0.272727273,0.363636364,0,0.040712504,35,0.545454545,0.755775778,0.000304632,257,0
A1PRJKOYX5X95E,310,3,0.111111111,0.555555556,0,0.031242138,26,0.444444444,0.626452495,0.00014131,133,0
A2DD00NS1AX1DC,407,3,0,0.75,0,0,3,0.25,0.660058913,0.000199472,159,1
A14ME4FQBNFYWH,2361,5,0.25,0.29375,1,0.021100792,1750,0.75,0.411891892,0.002352011,75,0
A2396ASCFP9L7F,637,4,0.1125,0.6,2,0.027990679,578,0.7875,0.510668563,0.000354098,38,0
A2O5TLE802NTA8,1813,5,0.285714286,0.871428571,0,0.039881268,493,0.842857143,0.428468468,0.000993906,75,1
A3N42CHD2U50RA,11,4,0,1,0,0.302154666,4,0.285714286,0.590062112,0.000260362,162,1
A3EW2L59UBHQSG,2307,9,0.345132743,0.513274336,4,0.00962221,3025,0.766961652,0.456994482,0.001001766,79,1
A2EK5O0F1YVZRO,21,2,0,0.333333333,0,0.071720171,-2,0.333333333,0.704491161,8.12E-05,92,1
A3GQSZ2RVVXDCZ,2691,3,0.333333333,0.305555556,0,0.012360501,243,0.638888889,0.552854123,0.000395291,44,1
A3UYX588IJKPB8,229,8,0,0.608695652,0,0.032967147,45,0.304347826,0.52927262,0.000886299,267,0
A1494GCUO0H5B4,251,6,0.2,0.68,1,0.029148727,158,0.52,0.599051742,0.00010341,99,0
A2RYM522VZ3MEX,0,7,0.142857143,0.428571429,0,0,9,0,0.661337609,0.000642535,296,0
A1CGOXRZ1A9PCY,179,15,0.095238095,0.952380952,0,0.050792957,59,0.333333333,0.549685659,0.00100434,247,0
A1240KDIIONFDP,0,7,1,1,0,0.891859445,6,0,0,0,1,0
A2WZYCOGHEO9AG,26,4,0,0.6,0,0,11,0.4,0.711548449,0.000436403,271,0
A1BMLZR62M9R2G,26,3,0,0.75,0,0.180777369,2,0,0.60189951,0.000653011,256,0
A3BRNM177PM13S,219,4,0,0.625,0,0.0373545,26,0.25,0.664461341,0.000394989,247,0
A2CLD5FSSXMYBT,2157,3,0.523809524,0.523809524,0,0.032542083,64,0.761904762,0.572307692,9.22E-05,26,0
A33ULIP6QANJ1,6,2,0,0.833333333,0,0,6,0,0.662531354,0.000626782,298,0
A1GPB5BR58TKP5,107,5,0,0.75,0,0.018576209,23,0.25,0.582461411,0.000518866,197,0
A4WJFOESUVXUS,1625,2,0,1,0,0.024237806,25,0.375,1,0,6,0
A90Z9N4P5EX4,479,7,0,0.555555556,0,0.039071601,18,0.222222222,0.609191176,0.000640216,256,0
A4WEZJOIZIV4U,398,7,0.311111111,0.644444444,0,0.05155547,1026,0.9,0.476190476,0.000326102,49,1
A86UUB1PRYX7P,0,8,0,0.875,1,0.118580779,9,0.5,0.663873016,0.00015105,126,1
A31FXEP9JKYU3I,100,6,0,0.636363636,0,0.020281262,21,0.363636364,0.560583489,0.00063307,180,0
A1QBRKLKJGR0VW,0,4,0,0.25,0,0.063887054,5,0.25,0.84992236,6.70E-05,161,1
ARJBGF8NEMDDF,120,5,0,0.4,0,0.021076615,37,0.3,0.621893706,0.00020704,149,0
A2065HBMYDXJ1S,627,16,0.111111111,0.515151515,0,0.050650874,118,0.626262626,0.476399988,0.002750502,259,0
A1CL7L9GJ9LUAU,0,8,0,0.625,0,0.037378008,4,0.5,0.685924131,0.000503107,282,0
AD0Y7ICDAGWIM,19,6,0,0.857142857,0,0.030011027,19,0.285714286,0.652325795,0.000225934,148,0
A3GCZR3N3B0ZJS,126,5,0,0.428571429,0,0.040934374,57,0.571428571,0.755687654,0.000303651,254,0
A20L63B48RPSOH,820,7,0.315789474,0.736842105,0,0.022968006,40,0.526315789,0.518166346,0.001012268,233,0
A301OOJQXCXXO5,219,3,0.066666667,0.733333333,1,0.191407081,36,0.733333333,0.638888889,3.64E-05,9,1
A1WWH5E5EIHM65,0,6,0,0.333333333,0,0,12,0,0.641891892,0.000311251,185,0
A481MXO720JIQ,880,11,0.205128205,0.435897436,3,0.052681931,592,0.58974359,0.519379845,0.000267033,43,1
A1021X1F41GBCJ,249,5,0.076923077,0.692307692,0,0.04953444,77,0.384615385,0.640183934,0.000826249,302,0
A1SEN9QYQ8JVDA,275,22,0.407407407,0.888888889,0,0.035454139,51,0.111111111,0.758241758,0.002359943,14,1
A1J8PVEAZUSS6L,1,11,0.047619048,0.857142857,0,0.032792889,60,0.19047619,0.551262411,0.001550866,376,0
A2OU2DE24VQIUD,0,3,0,0.666666667,0,0,3,0,0.785570718,7.79E-05,138,0
A1JN9LG64QH1P,0,4,0,0.75,0,0,4,0,0.746220415,0.00011937,139,1
A3TRPVAGT3NWBS,1892,7,0.16,0.5,2,0.02897564,635,0.54,0.548821549,0.000505998,55,1
A3AGIOKDN01U4U,936,8,0.198019802,0.772277228,1,0.011748971,198,0.831683168,0.632258065,6.60E-05,31,1
A1R9QOPV6HVEKF,1545,7,0.141414141,0.737373737,2,0.016023651,721,0.858585859,0.522081065,0.000868855,58,1
AQ6XS10RR7CE0,2030,4,0.085714286,0.371428571,2,0.053733042,92,0.571428571,0.534863946,0.000303743,49,0
A33FS5H3CPDR6D,965,11,0.345588235,0.794117647,0,0.030545218,1167,0.772058824,0.488808227,0.000856682,58,1
A2MNP2DJ9XMVXP,222,6,0,0.583333333,0,0.015674927,20,0.333333333,0.630884432,0.001394304,339,0
A18XHWYK3CO3IJ,103,2,0,1,1,0,41,0,0.684742729,0.000155596,150,1
A1MBL1WU2YO99E,0,3,0,0,0,1,2,0.666666667,0.714932127,2.68E-05,52,1
A272CUYSXEA5MJ,0,5,0,0.8,0,0.026513165,28,0.2,0.761445783,0.000313792,250,1
A16PYXCYPUTF27,3,8,0.272727273,1,0,0.029099571,30,0.909090909,0.75,3.70E-05,9,1
AZUMVJS0QEND3,498,2,0.111111111,0.5,0,0.031117169,19,0.166666667,0.555712829,0.0014044,363,0
APP8XWYYV4PAA,1546,5,0.204545455,0.772727273,1,0.039475966,143,0.704545455,0.426262626,0.000396367,45,1
A1OTXKX48QHA3W,0,4,0,1,0,0.050245959,-120,0,0.652421652,3.23E-05,27,0
A181XY4FUF2B7,780,6,0.169811321,0.622641509,0,0.027170209,261,0.509433962,0.517581924,0.001553488,164,0
AZOS9XXZ6R68Q,940,7,0,0.4375,0,0.014031155,90,0.4375,0.814314547,5.99E-05,114,1
AT2J7H5TRZM8Z,432,21,0.131782946,0.511627907,1,0.014517943,3002,0.713178295,0.368932039,0.003066841,104,1
A1BA9YVS6QC41,1,4,0,0.285714286,0,0.027723207,30,0.285714286,0.690811044,0.000609827,305,0
A1O3ONM1MJM7EM,1520,2,0.173913043,0.52173913,0,0.023814971,477,0.369565217,0.613272543,0.000823196,141,1
A3P2JENZ6RSJ05,769,5,0,0.714285714,0,0.080587201,10,0.285714286,0.559714795,0.000294508,34,1
AEGQWVR6KWBV,2128,7,0.315315315,0.504504505,1,0.027302699,7386,0.603603604,0.491826923,0.000701921,65,0
A1ISUNUWG0K02V,2037,9,0.125,0.65,0,0.050730399,707,0.725,0.636923077,3.42E-05,26,1
A1SDGZL3VXTWYM,2,6,0.090909091,0.181818182,0,0.103212098,103,0.181818182,0.695283267,0.00049374,276,0
A1JUBRIZMO0RJV,1340,4,0.679245283,0.886792453,0,0.040371384,2950,0.830188679,0.500462535,0.000374116,47,1
A2JA42IJCW66SJ,117,3,0.333333333,1,0,0.073275507,12,0.333333333,0.751335495,0.000326798,255,0
A15Q3QEHN5JVLA,134,8,0.090909091,0.363636364,0,0.035814897,69,0.181818182,0.549931259,0.000203809,127,1
A1S5O0AJBVK7EY,17,11,0.083333333,0.75,0,0.064203526,30,0.25,0.57644899,0.000174747,124,0
A1B6SNJSCSP45B,585,6,0.4,0.5,0,0.020783015,843,0.68,0.520512821,0.00040692,40,1
A1N2A612LRQ9AS,115,2,0,0.8,0,0.023490553,4,0.4,0.624319193,0.000549668,254,0
A2ZQXHBN605JTB,832,9,0.120567376,0.758865248,13,0.023864228,841,0.773049645,0.515771526,0.000404621,69,1
A4XRKSD7CCPSH,54,2,1,1,1,0.261417987,9,0.5,1,0,3,1
A2765KML72LKLT,86,4,0,0.428571429,0,0.210062188,41,0.285714286,0.731375799,0.000197522,206,0
A2UYLD3M1LV4VY,85,15,0.043478261,0.391304348,0,0.034723751,1179,0.347826087,0.502153316,0.000792271,216,0
A1OGYRRAG9DWNM,203,4,0,1,0,0.027313603,9,0.333333333,0.733501634,0.000347718,260,0
A2T70SN2VZHOR4,294,4,0,0.333333333,0,0.026080299,60,0.5,1,0,6,0
A3GZQ0YGN6V7CP,0,5,0,0.8,0,0.047972734,5,0,0.677794194,0.000581115,317,0
